strain	date	url	pango_lineage	genbank_accession	S1_mutations	clade_membership	recency	mutational_fitness	epiweek	region	emerging_lineage	host	country	division	current_frequency	author	accession	originating_lab	submitting_lab	logistic_growth
CZE/JCUCB118-181/2020	2020-11-23		B.1.258	OK180974	4.00	20A	Older	0.08	202048	Europe		Homo sapiens	Czech Republic	Czech Republic		Maskova et al				
Liechtenstein/UHB-714287900/2020	2020-12-15		B.1.258	OU281801	3.00	20A	Older	0.12	202051	Europe		Homo sapiens	Liechtenstein	Schellenberg		? G		Labormedizinisches Zentrum Dr Risch, Liebefeld, Switzerland	University Hospital Basel	
Liechtenstein/UHB-0697145800/2020	2020-10-23		B.1.258	OU281834	3.00	20A	Older	0.09	202043	Europe		Homo sapiens	Liechtenstein	Balzers		? H		Labormedizinisches Zentrum Dr Risch, Liebefeld, Switzerland	University Hospital Basel	
HG994298	2020-11-01		B.1.258	HG994298	3.00	20A	Older	0.12	202045	Europe		Homo sapiens	Poland	Wielkopolskie		? E		Szpital Pomnik Chrztu Polski	COVID-HUB-PL	
FIN/FIN22-H10-THL-202039825/2020	2020-11-30		B.1.258	ON532015	3.00	20A	Older	0.09	202049	Europe		Homo sapiens	Finland	Finland		Laine et al B				
OU026734	2021-02-15		B.1.258	OU026734	3.00	20A	Older	0.05	202107	Europe		Homo sapiens	Poland	Slaskie		? E		Gyncentrum, Sosnowiec, Poland	COVID-HUB-PL	
CHL/Santiago-PUC_MVL_0020/2020	2020-03-18		B.1	MW365199	1.00	20A	Older	0.03	202012	South America		Homo sapiens	Chile	Chile		Direct Submission et al AA				
CHL/Santiago-PUC_MVL_0162/2020	2020-04-06		B.1	MW365001	1.00	20A	Older	0.03	202015	South America		Homo sapiens	Chile	Chile		Direct Submission et al AB				
PRY/WOR12903A653_202103301_2-4710614/2020	2020-08-19		B.1.600	ON017191	2.00	20A	Older	0.04	202034	South America		Homo sapiens	Paraguay	Paraguay		Vazquez et al H				
PER/covper003/2020	2020-07-01		B.1	MW030234	1.00	20A	Older	0.02	202027	South America		Homo sapiens	Peru	Peru		Juscamayta et al R				
VEN/LaG1414/2021	2021-02-28		B.1	MZ611973	3.00	20A	Older	0.21	202109	South America		Homo sapiens	Venezuela	Venezuela		Pujol et al C				
CHL/Santiago-p11d6/2020	2020-04-21		B.1	MW365282	1.00	20A	Older	0.03	202017	South America		Homo sapiens	Chile	Chile		Direct Submission et al AC				
PER/covper080/2020	2020-03-20		B.1	MW030216	1.00	20A	Older	0.03	202012	South America		Homo sapiens	Peru	Peru		Juscamayta et al S				
CHL/Santiago-PUC_MVL_0006/2020	2020-03-17		B.1	MW365239	1.00	20A	Older	0.03	202012	South America		Homo sapiens	Chile	Chile		Direct Submission et al AD				
CHL/Coquimbo-PUC_MVL_0194/2020	2020-04-25		B.1	MW365134	1.00	20A	Older	0.02	202017	South America		Homo sapiens	Chile	Chile		Direct Submission et al AE				
FRA/IHUCOVID-000964/2020	2020-07-14		B.1.416	ON302835	1.00	20A	Older	0.04	202029	Europe		Homo sapiens	France	France		Levasseur et al I				
FRA/IHUCOVID-040075_Nova1/2020	2020-09-18		B.1.416.1	ON275675	1.00	20A	Older	0.03	202038	Europe		Homo sapiens	France	France		Levasseur et al J				
LR884117	2020-04-30		B.1	LR884117	1.00	20A	Older	0.03	202018	Europe		Homo sapiens	Spain	Spain		Viedma et al B		Hospital Universitario La Paz	HOSPITAL UNIVERSITARY 12 DE OCTUBRE	
AUS/NT19/2020	2020-03-25		B.1	MT641663	1.00	20A	Older	0.03	202013	Oceania		Homo sapiens	Australia	Northern Territory		Caly et al L		Royal Darwin Hospital Pathology	The Peter Doherty Institute for Infection and Immunity	
CHL/2020-32205/2020	2020-03-27		B.1	MT670023	1.00	20A	Older	0.03	202013	South America		Homo sapiens	Chile	Chile		Gaete et al B				
USA/AK-PHL383/2020	2020-05-31		B.1.181	MW079838	1.00	20A	Older	0.03	202023	North America		Homo sapiens	USA	Alaska		DeRonde et al A				
USA/AK-PHL346/2020	2020-05-27		B.1.181	MT946884	1.00	20A	Older	0.03	202022	North America		Homo sapiens	USA	Alaska		DeRonde et al B				
USA/AK-PHL760/2020	2020-07-01		B.1.181	MW173167	3.00	20A	Older	0.07	202027	North America		Homo sapiens	USA	Alaska		DeRonde et al C				
CHL/Santiago-5120631/2020	2020-06-08		B.1	MW672141	1.00	20A	Older	0.02	202024	South America		Homo sapiens	Chile	Chile		Barriga et al B				
CHL/Santiago-PUC_MVL_0336/2020	2020-05-11		B.1	MW365052	1.00	20A	Older	0.02	202020	South America		Homo sapiens	Chile	Chile		Direct Submission et al AF				
CHL/Santiago-AVR5391/2020	2020-04-22		B.1	MW365248	1.00	20A	Older	0.03	202017	South America		Homo sapiens	Chile	Chile		Direct Submission et al AG				
CHL/Santiago-5132613/2020	2020-06-08		B.1	MW672617	1.00	20A	Older	0.03	202024	South America		Homo sapiens	Chile	Chile		Barriga et al C				
CHL/Talagante-PUC_MVL_0187/2020	2020-04-17		B.1	MW365476	1.00	20A	Older	0.03	202016	South America		Homo sapiens	Chile	Chile		Direct Submission et al AH				
CHL/Santiago-PUC_MVL_0229/2020	2020-04-25		B.1	MW365102	1.00	20A	Older	0.03	202017	South America		Homo sapiens	Chile	Chile		Direct Submission et al AI				
CHL/Santiago-PUC_MVL_0215/2020	2020-04-25		B.1	MW365096	1.00	20A	Older	0.03	202017	South America		Homo sapiens	Chile	Chile		Direct Submission et al AJ				
SouthAfrica/NHLS-UCT-GS-1860/2020	2020-09-11		B.1	OM739029	1.00	20A	Older	0.03	202037	Africa		Homo sapiens	South Africa	South Africa		Viana et al R				
Dog/ESP/EPI/2020	2020-09-26		B.1	MZ902042	4.00	20A	Older	0.05	202039	Europe		Canis lupus familiaris	Spain	Spain		Barroso-Arevalo et al A				
ESP/COVID-67_20/2020	2020-05-30		B.1	MT576025	1.00	20A	Older	0.03	202022	Europe		Homo sapiens	Spain	Asturias		Gomez et al				
PER/covper025/2020	2020-05-04		B.1	MW030256	1.00	20A	Older	0.03	202019	South America		Homo sapiens	Peru	Peru		Juscamayta et al T				
CHL/Santiago-JM3728/2020	2020-04-30		B.1	MW364970	1.00	20A	Older	0.03	202018	South America		Homo sapiens	Chile	Chile		Direct Submission et al AK				
TWN/CGMH-CGU-30/2020	2020-04-11		B.1	MT590600	1.00	20A	Older	0.06	202015	Asia		Homo sapiens	Taiwan	Taiwan		Tsao et al G				
SouthAfrica/NHLS-UCT-GS-2877/2020	2020-05-08		B.1.381	OM739097	2.00	20A	Older	0.03	202019	Africa		Homo sapiens	South Africa	South Africa		Viana et al S				
SouthAfrica/NHLS-UCT-GS-1925/2020	2020-08-26		B.1.381	OM739036	1.00	20A	Older	0.04	202035	Africa		Homo sapiens	South Africa	South Africa		Viana et al T				
SouthAfrica/NHLS-UCT-GS-0736/2020	2020-07-22		B.1.381	OM725421	1.00	20A	Older	0.04	202030	Africa		Homo sapiens	South Africa	South Africa		Tegally et al D				
SouthAfrica/NHLS-UCT-GS-0636/2020	2020-10-19		B.1.381	OM725383	3.00	20A	Older	0.04	202043	Africa		Homo sapiens	South Africa	South Africa		Tegally et al E				
SouthAfrica/NHLS-UCT-GS-1353/2020	2020-11-02		B.1.381	OM725571	2.00	20A	Older	0.03	202045	Africa		Homo sapiens	South Africa	South Africa		Tegally et al F				
MEX/MEX-122/2020	2020-04-28		B.1.243	OK435903	1.00	20A	Older	0.04	202018	North America		Homo sapiens	Mexico	Mexico		Taboada et al A				
USA/MN-MDH-1573/2020	2020-08-18		B.1.243	MT997691	2.00	20A	Older	0.04	202034	North America		Homo sapiens	USA	Minnesota		Plumb et al B				
USA/NV-QDX-3361/2020	2020-09-29		B.1.243	MW522454	1.00	20A	Older	0.09	202040	North America		Homo sapiens	USA	Nevada		Rosenthal et al AC				
USA/MD-MDH-2630/2020	2020-12-31		B.1.243	MZ405184	1.00	20A	Older	0.11	202053	North America		Homo sapiens	USA	Maryland		Keller et al D				
Mexico/BCN-SEARCH-103028/2020	2020-07-13		B.1.243	OK549352	1.00	20A	Older	0.04	202029	North America		Homo sapiens	Mexico	Baja California		Andersen et al B		SEARCH Alliance San Diego with Gisela Barrera Badillo, Jose Ernesto Ramirez Gonzalez, Maria Natividad Cruz Ortiz, Nervain Benjamin Contreras Gonzalez, Tatiana Ernestina Nunez Garcia, Dayanira Sarith Arellano Suarez, Irma Lopez Martinez, Rita Flores Leon, Beatriz Olivares Flores with the help of Instituto de Diagnostico y Referencia Epidemiologicos (InDRE)	SEARCH Alliance San Diego	
USA/GU-CDC-2-3847017/2020	2020-11-27		B.1.243	MW766892	2.00	20A	Older	0.06	202048	North America		Homo sapiens	USA	Guam		Queen et al Z				
USA/OK-CDC-STM-000021712/2021	2021-02-22		B.1.243	MW778980	2.00	20A	Older	0.05	202108	North America		Homo sapiens	USA	Oklahoma		Cook et al M				
BLR/Sars-Cov-2isolate724GomelBelarus/2021	2021-02-26		B.1	MW674675	2.00	20A	Older	0.04	202108	Europe		Homo sapiens	Belarus	Belarus		Stoma et al				
USA/ND-CDC-2-4044508/2020	2020-11-14		B.1	MW550642	2.00	20A	Older	0.12	202046	North America		Homo sapiens	USA	North Dakota		Queen et al AA				
USA/DE-CDC-2-3693673/2020	2020-10-21		B.1.409	MW406488	1.00	20A	Older	0.06	202043	North America		Homo sapiens	USA	Delaware		Queen et al AB				
USA/NJ-CDC-2-3714252/2020	2020-11-17		B.1.409	MW495984	1.00	20A	Older	0.06	202047	North America		Homo sapiens	USA	New Jersey		Queen et al AC				
USA/TG808777/2020	2020-08-25		B.1.400	MZ915406	1.00	20A	Older	0.04	202035	North America		Homo sapiens	USA	Arizona		Bowers et al C		Sonora Quest Laboratories - Phoenix	The Translational Genomics Research Institute COVID submission group	
USA/SD-SDAIHG-0870/2021	2021-01-27		B.1.400	ON602398	1.00	20A	One month ago	0.04	202104	North America		Homo sapiens	USA	South Dakota		Johnson et al D				
SouthAfrica/NHLS-UCT-GS-1391-KRISP/2020	2020-11-19		B.1.237	OM725603	2.00	20A	Older	0.09	202047	Africa		Homo sapiens	South Africa	South Africa		Tegally et al G				
SouthAfrica/NHLS-UCT-GS-1437/2020	2020-08-11		B.1	OM725611	1.00	20A	Older	0.04	202033	Africa		Homo sapiens	South Africa	South Africa		Tegally et al H				
SouthAfrica/NHLS-UCT-GS-0026/2020	2020-08-16		B.1.237	OM725322	1.00	20A	Older	0.04	202034	Africa		Homo sapiens	South Africa	South Africa		Tegally et al I				
HongKong/HKPU-00082/2020	2020-12-17		B.1	MZ266431	2.00	20A	Older	0.06	202051	Asia		Homo sapiens	Hong Kong	Hong Kong		Siu et al F				
USA/MN-MDH-1532/2020	2020-07-21		B.1.241	MT958229	1.00	20A	Older	0.04	202030	North America		Homo sapiens	USA	Minnesota		Plumb et al C				
USA/CA-CZB-10820/2020	2020-07-13		B.1.240	MW276347	1.00	20A	Older	0.04	202029	North America		Homo sapiens	USA	California		Bhatt et al A		Humboldt County Public Health Laboratory	Chan Zuckerberg Biohub	
SRB/NS28176-23-07/2020	2020-07-22		B.1.240	MW315976	1.00	20A	Older	0.04	202030	Europe		Homo sapiens	Serbia	Serbia		Vidanovic et al B				
USA/AK-PHL977/2020	2020-07-08		B.1.240	MZ246450	1.00	20A	Older	0.04	202028	North America		Homo sapiens	USA	Alaska		DeRonde et al D				
USA/AK-PHL2587/2020	2020-08-01		B.1.240	MZ246451	1.00	20A	Older	0.04	202031	North America		Homo sapiens	USA	Alaska		DeRonde et al E				
DJI/NAMRU3_C28/2020	2020-12-11		B.1.240	MZ970743	2.00	20A	Older	0.03	202050	Africa		Homo sapiens	Djibouti	Djibouti		Arnold et al V				
USA/MI-MDHHS-SC22200/2020	2020-10-22		B.1.240	OL825963	1.00	20A	Older	0.04	202043	North America		Homo sapiens	USA	Michigan		Blankenship et al F				
USA/AR-CDC-2-3693691/2020	2020-10-30		B.1.240	MW406519	1.00	20A	Older	0.05	202044	North America		Homo sapiens	USA	Arkansas		Queen et al AD				
USA/MO-QDX-3382/2020	2020-10-17		B.1.240	MW522433	1.00	20A	Older	0.04	202042	North America		Homo sapiens	USA	Missouri		Rosenthal et al AD				
USA/NYI-NA-20-205/2020	2020-09-22		B.1.240	MZ448853	2.00	20A	Older	0.04	202039	North America		Homo sapiens	USA	New York		Mitchell et al				
USA/CA-CZB-3948/2020	2020-08-03		B.1	MW134328	1.00	20A	Older	0.04	202032	North America		Homo sapiens	USA	California		Bhatt et al B		Contra Costa Public Health Lab	Chan Zuckerberg Biohub	
USA/NE-CDC-2-4282838/2021	2021-04-12		B.1	MZ143703	1.00	20A	Older	0.12	202115	North America		Homo sapiens	USA	Nebraska		Sheth et al M				
SouthAfrica/NHLS-UCT-GS-0980/2020	2020-10-26		B.1	OM725453	1.00	20A	Older	0.04	202044	Africa		Homo sapiens	South Africa	South Africa		Tegally et al J				
USA/SD-SDPHL-0080/2020	2020-10-08		B.1	MW783662	1.00	20A	Older	0.04	202041	North America		Homo sapiens	USA	South Dakota		Carlson et al E		South Dakota Public Health Laboratory	South Dakota Department of Health	
USA/MD-MDH-0272/2020	2020-10-13		B.1.234	MW240736	1.00	20A	Older	0.04	202042	North America		Homo sapiens	USA	Maryland		Keller et al E				
USA/HI-CDC-2-3975978/2021	2021-02-03		B.1.234	MW766468	1.00	20A	Older	0.04	202105	North America		Homo sapiens	USA	Hawaii		Queen et al AE				
USA/LA-CDC-2-4044401/2020	2020-11-21		B.1.234	MW550640	1.00	20A	Older	0.05	202047	North America		Homo sapiens	USA	Louisiana		Queen et al AF				
USA/OR-CDC-2-3846547/2021	2021-01-06		B.1.234	MW708562	1.00	20A	Older	0.11	202101	North America		Homo sapiens	USA	Oregon		Queen et al AG				
USA/TN-VUMC-000139/2020	2020-12-26		B.1.234	OK372312	1.00	20A	Older	0.03	202052	North America		Homo sapiens	USA	Tennessee		Vestal et al A		Vanderbilt University Medical Center - Suman R. Das Lab	Vanderbilt University Medical Center	
USA/KY-CDC-ASC210007597/2021	2021-03-13		B.1.234	MW993839	2.00	20A	Older	0.06	202110	North America		Homo sapiens	USA	Kentucky		Howard et al S				
EGY/CPHL-NRC-6/2020	2020-03-15		B.1	MW451619	1.00	20A	Older	0.03	202012	Africa		Homo sapiens	Egypt	Egypt		El-Shesheny et al				
Netherlands/NA_302/2020	2020-04-01		B.1	LR878041	1.00	20A	Older	0.03	202014	Europe		Homo sapiens	Netherlands	Netherlands		Fouchier et al B			ERASMUS MC, UNIVERISTY MEDICAL CENTER	
NZL/20CV0296/2020	2020-03-26		B.1.545	OK426980	1.00	20A	Older	0.03	202013	Oceania		Homo sapiens	New Zealand	Auckland		Ren et al AG		Canterbury Health Laboratories	Institute of Environmental Science and Research	
NZL/20CV0289/2020	2020-03-26		B.1.23	OK427054	1.00	20A	Older	0.03	202013	Oceania		Homo sapiens	New Zealand	Canterbury		Ren et al AH		Canterbury Health Laboratories	Institute of Environmental Science and Research	
AUS/VIC1067/2020	2020-04-04		B.1.23	MT451728	1.00	20A	Older	0.03	202014	Oceania		Homo sapiens	Australia	Victoria		Seemann et al F		Microbiological Diagnostic Unit Public Health Laboratory	The Peter Doherty Institute for Infection and Immunity	
NZL/20VR1911/2020	2020-04-02		B.1.23	MZ332070	1.00	20A	Older	0.03	202014	Oceania		Homo sapiens	New Zealand	New Zealand		Geoghegan et al C			Institute of Environmental Science and Research	
USA/SD-SDPHL-0362/2020	2020-04-21		B.1	MZ346438	1.00	20A	Older	0.08	202017	North America		Homo sapiens	USA	South Dakota		Carlson et al F		South Dakota Public Health Laboratory	South Dakota Department of Health	
POL/PL_MCB_24/2020	2020-03-28		B.1	MW273806	1.00	20A	Older	0.03	202013	Europe		Homo sapiens	Poland	Poland		Kowalski et al A				
SouthAfrica/NHLS-UCT-GS-0074/2020	2020-03-30		B.1	OM725357	1.00	20A	Older	0.03	202014	Africa		Homo sapiens	South Africa	South Africa		Tegally et al K				
USA/IN-QDX-184/2020	2020-04-28		B.1.139	MT786818	1.00	20A	Older	0.03	202018	North America		Homo sapiens	USA	Indiana		Rosenthal et al AE				
BRA/ICO1041/2020	2020-04-17		B.1	MZ419860	1.00	20A	Older	0.03	202016	South America		Homo sapiens	Brazil	Brazil		Temerozo et al B				
BRA/ICO1068/2020	2020-05-05		B.1	MZ419873	1.00	20A	Older	0.03	202019	South America		Homo sapiens	Brazil	Brazil		Temerozo et al C				
BRA/ICO1062/2020	2020-04-30		B	MZ419869		20A	Older	0.02	202018	South America		Homo sapiens	Brazil	Brazil		Temerozo et al D				
BRA/ICO10208/2020	2020-05-05		B.1	MZ419859	1.00	20A	Older	0.03	202019	South America		Homo sapiens	Brazil	Brazil		Temerozo et al E				
POL/PL_MCB_4/2020	2020-04-22		B.1.187	MW273786	1.00	20A	Older	0.03	202017	Europe		Homo sapiens	Poland	Poland		Kowalski et al B				
USA/IA-CDC-03068870-001/2020	2020-03-07		B.1	MT325615	2.00	20A	Older	0.03	202010	North America		Homo sapiens	USA	Iowa		Tao et al B				
KEN/C4419/2020	2020-05-05		B.1	MW751111	1.00	20A	Older	0.04	202019	Africa		Homo sapiens	Kenya	Kenya		Githinji et al P				
ISR/hCov-19-Israel-CVL-n1541/2020	2020-03-02		B.1	MW672666	1.00	20A	Older	0.03	202010	Asia		Homo sapiens	Israel	Israel		Zuckerman et al B				
MAR/OUA677_19/2020	2020-04-23		B.1.528	MT513758	1.00	20A	Older	0.03	202017	Africa		Homo sapiens	Morocco	Morocco		Lemriss et al				
NZL/20VR1621/2020	2020-03-24		B.1	MZ331957	1.00	20A	Older	0.03	202013	Oceania		Homo sapiens	New Zealand	New Zealand		Geoghegan et al D			Institute of Environmental Science and Research	
GEO/MM2020477/2020	2020-03-10		B.1	MT231247	1.00	20A	Older	0.03	202011	Asia		Homo sapiens	Georgia	Georgia (Asia)		Kotorashvili et al B				
DNK/SSI-H1/2020	2020-03-09		B.1	ON763516	1.00	20A	3-7 days ago	0.03	202011	Europe		Homo sapiens	Denmark	Denmark		Polacek et al				
USA/IN-QDX-1004/2020	2020-03-16		B.1	MW065015	1.00	20A	Older	0.03	202012	North America		Homo sapiens	USA	Indiana		Rosenthal et al AF		Quest Diagnostics	Quest Diagnostics	
BRA/SARS-CoV-2_IC01048platelet.1/2020	2020-04-22		B.1	OL984053	1.00	20A	One month ago	0.03	202017	South America		Homo sapiens	Brazil	Brazil		Trugilho et al A				
BRA/SARS-CoV-2_IC01048platelet.2/2020	2020-04-22		B.1	OL984054	1.00	20A	One month ago	0.03	202017	South America		Homo sapiens	Brazil	Brazil		Trugilho et al B				
USA/RML-22/2020	2020-08-30		B.1.126	MW221270	2.00	20A	Older	0.03	202036	North America		Homo sapiens	USA	Montana		van Doremalen et al				
Neovisonvison/NLD/NB68-27-TS/2020	2020-11-03		B.1.8	OM758339	4.00	20A	Older	0.01	202045	Europe		Neogale vison	Netherlands	Netherlands		Vreeman et al				
KEN/C58/2020	2020-03-24		B.1	MW751127	1.00	20A	Older	0.03	202013	Africa		Homo sapiens	Kenya	Kenya		Githinji et al Q				
RUS/SCPM-O-cDNA-02/2020	2020-03-22		B.1	MT635445	1.00	20A	Older	0.03	202013	Europe		Homo sapiens	Russia	Moscow Oblast		Dyatlov et al			SRCAMB	
KEN/C1191/2020	2020-04-19		B.1	MW751208	1.00	20A	Older	0.03	202017	Africa		Homo sapiens	Kenya	Kenya		Githinji et al R				
OV090030	2020-07-29		B.1	OV090030	1.00	20A	Older	0.03	202031	Asia		Homo sapiens	Saudi Arabia	Riyadh		Naeem et al F		King Abdullah University of Science and Technology (KAUST)	King Abdullah University of Science and Technology	
IDN/RSDS-RCVTD-UNAIR-11-B/2020	2020-05-19		B.1.470	MZ026855	1.00	20A	Older	0.03	202021	Asia		Homo sapiens	Indonesia	Indonesia		Rantam et al B				
BRA/ICO1067/2020	2020-05-05		B.1	MZ419872	1.00	20A	Older	0.03	202019	South America		Homo sapiens	Brazil	Brazil		Temerozo et al F				
IND/GBRC129/2020	2020-05-02		B.1.143	MT539169	1.00	20A	Older	0.03	202018	Asia		Homo sapiens	India	Gujarat		Gandhi et al				
UGA/MUWRP-JIN200227S/2020	2020-10-31		B.1.393	OM811357	2.00	20A	Older	0.03	202044	Africa		Homo sapiens	Uganda	Uganda		Byarugaba et al F				
DJI/NAMRU3_A25/2020	2020-11-02		B.1.393	MZ970732	1.00	20A	Older	0.04	202045	Africa		Homo sapiens	Djibouti	Djibouti		Arnold et al W				
UGA/MUWRP-KIR200049S/2020	2020-08-28		B.1.393	OM811378	1.00	20A	Older	0.03	202035	Africa		Homo sapiens	Uganda	Uganda		Byarugaba et al G				
UGA/MUWRP-GUL200079S/2020	2020-09-27		B.1.393	OM811371	1.00	20A	Older	0.04	202040	Africa		Homo sapiens	Uganda	Uganda		Byarugaba et al H				
UGA/MUWRP-GUL200300/2020	2020-09-08		B.1.393	OM811379	1.00	20A	Older	0.03	202037	Africa		Homo sapiens	Uganda	Uganda		Byarugaba et al I				
UGA/MUWRP-KIR200099S/2020	2020-10-07		B.1.393	OM811351	2.00	20A	Older	0.03	202041	Africa		Homo sapiens	Uganda	Uganda		Byarugaba et al J				
UGA/MAKCHScov7/2021	2021-02-19		B.1.393	MZ287361	2.00	20A	Older	0.03	202107	Africa		Homo sapiens	Uganda	Uganda		Mwesigwa et al I				
UGA/MAKCHScov8/2021	2021-02-19		B.1.393	MZ287370	3.00	20A	Older	0.08	202107	Africa		Homo sapiens	Uganda	Uganda		Mwesigwa et al J				
KEN/C25853/2020	2020-06-28		B.1	MW751398	2.00	20A	Older	0.06	202027	Africa		Homo sapiens	Kenya	Kenya		Githinji et al S				
NZL/20VR3128/2020	2020-05-01		B.1.91	MZ332419	1.00	20A	Older	0.03	202018	Oceania		Homo sapiens	New Zealand	New Zealand		Geoghegan et al E			Institute of Environmental Science and Research	
NZL/20VR3476/2020	2020-06-22		B.1.91	MZ332489	1.00	20A	Older	0.03	202026	Oceania		Homo sapiens	New Zealand	New Zealand		Geoghegan et al F			Institute of Environmental Science and Research	
SouthAfrica/NHLS-UCT-GS-0784/2020	2020-07-23		B.1	OM725428	1.00	20A	Older	0.03	202030	Africa		Homo sapiens	South Africa	South Africa		Tegally et al L				
EGY/Cairo-sample8MOH/2020	2020-05-17		B.1	MW186830	2.00	20A	Older	0.02	202021	Africa		Homo sapiens	Egypt	Egypt		Roshdy et al B				
BRA/SARS-CoV-2_IC01051platelet.1/2020	2020-04-22		B.1	OL984061	1.00	20A	One month ago	0.03	202017	South America		Homo sapiens	Brazil	Brazil		Trugilho et al C				
BRA/SARS-CoV-2_IC01049platelet.1/2020	2020-04-22		B.1	OL986402	1.00	20A	One month ago	0.03	202017	South America		Homo sapiens	Brazil	Brazil		Trugilho et al D				
ITA/Siena_15/2020	2020-05-14		B.1	MW134570	1.00	20A	Older	0.02	202020	Europe		Homo sapiens	Italy	Tuscany		Cusi et al A			University of Siena	
KEN/C6561/2020	2020-05-14		B.1	MW751284	3.00	20A	Older	0.06	202020	Africa		Homo sapiens	Kenya	Kenya		Githinji et al T				
KEN/C67063/2020	2020-10-27		B.1	OL454606	1.00	20A	Older	0.12	202044	Africa		Homo sapiens	Kenya	Kenya		Githinji et al U				
KEN/C68339/2020	2020-10-29		B.1.549	OL691367	1.00	20A	Older	0.16	202044	Africa		Homo sapiens	Kenya	Kenya		Githinji et al V				
MYS/NCOV13680/2021	2021-02-16		B.1	OM062504	2.00	20A	Older	0.08	202107	Asia		Homo sapiens	Malaysia	Malaysia		Chan et al C				
MYS/M_N15473/2020	2020-10-20		B.1.524	OM062550	1.00	20A	Older	0.06	202043	Asia		Homo sapiens	Malaysia	Malaysia		Chan et al D				
MYS/C10868/2020	2020-11-30		B.1.524	MW757200	1.00	20A	Older	0.06	202049	Asia		Homo sapiens	Malaysia	Malaysia		Chan et al E				
MYS/M_N33491/2020	2020-12-18		B.1.524	OK594597	1.00	20A	Older	0.06	202051	Asia		Homo sapiens	Malaysia	Malaysia		Chan et al F				
MYS/C7911/2021	2021-01-15		B.1.524	OK594589	1.00	20A	Older	0.06	202102	Asia		Homo sapiens	Malaysia	Malaysia		Chan et al G				
SouthAfrica/NHLS-UCT-GP-5255/2020	2020-04-30		B.1	OM720819	1.00	20A	Older	0.03	202018	Africa		Homo sapiens	South Africa	South Africa		Tegally et al M				
SouthAfrica/NHLS-UCT-GS-3244/2020	2020-04-29		B.1	OM739107	1.00	20A	Older	0.03	202018	Africa		Homo sapiens	South Africa	South Africa		Viana et al U				
IRN/3279/2020	2020-12-05		B.1.1	MZ314342	3.00	20A	Older	0.11	202049	Asia		Homo sapiens	Iran	Iran		Abbasalipour Bashash et al B				
SouthAfrica/NHLS-UCT-GS-0149/2020	2020-06-29		B.1	OM725364	1.00	20A	Older	0.03	202027	Africa		Homo sapiens	South Africa	South Africa		Tegally et al N				
SouthAfrica/NHLS-UCT-GS-1776/2020	2020-09-03		B.1.237	OM725640	1.00	20A	Older	0.03	202036	Africa		Homo sapiens	South Africa	South Africa		Tegally et al O				
KEN/C74755/2020	2020-11-27		B.1	OL739800	1.00	20A	Older	0.03	202048	Africa		Homo sapiens	Kenya	Kenya		Githinji et al W				
